,title,jobFunction,industry
1140,IT Technical Support Specialist,"['Installation/Maintenance/Repair', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer and Network Security']"
1141,Senior Android Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Travel and Tourism', 'Information Technology Services']"
1142,Front-End Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
1143,Software Project Manager / Business Analyst,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Project/Program Management']","['Information Technology Services', 'Computer Software']"
1144,Digital Marketing Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Market Research', 'Marketing and Advertising']"
1145,Production & Operation Engineer,"['Quality', 'Engineering - Other', 'Manufacturing/Production']","['Manufacturing', 'Marketing and Advertising', 'Logistics and Supply Chain']"
1146,Senior Angular Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Travel and Tourism', 'Computer Software']"
1147,Hospital Management System Manager,"['Business Development', 'Installation/Maintenance/Repair', 'IT/Software Development']","['Business Supplies and Equipment', 'Information Technology Services', 'Computer Software']"
1148,Office Manager And Customer Service Representative,"['Administration', 'Customer Service/Support']","['Information Technology Services', 'Engineering Services']"
1149,Senior Full Stack-PHP Developer,['IT/Software Development'],"['Telecommunications', 'Information Technology Services']"
1150,CRM Consultant (Salesforce),"['Project/Program Management', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Marketing and Advertising', 'Consulting Services', 'Computer and Network Security']"
1151,Sales & Pre-Sales Analyst,"['Sales/Retail', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1152,Supply Chain Manager,['Logistics/Supply Chain'],['Engineering Services']
1153,Secretary - Beauty Care Clinic,['Administration'],['Marketing and Advertising']
1154,Property Consultant,['Sales/Retail'],['Real Estate/Property Management']
1155,"ACCOUNTANT | Real Estate | Cairo, Egypt",['Accounting/Finance'],"['Construction - Residential & Commercial/Office', 'Real Estate/Property Management', 'Retail']"
1156,Graphic Designer,"['Marketing/PR/Advertising', 'Creative/Design/Art']","['Architectural and Design Services', 'Construction - Residential & Commercial/Office']"
1157,Cost Accountant - 10th of Ramadan City,['Accounting/Finance'],"['Manufacturing', 'Information Technology Services', 'Banking']"
1158,B2B Sales Manager,"['Business Development', 'Sales/Retail']","['Transportation', 'Information Technology Services', 'Logistics and Supply Chain']"
1159,Senior Full Stack Developer (PHP),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
1160,Delivery and Installation Manager,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']",['Engineering Services']
1161,.NET Team Lead,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Telecommunications', 'Internet/E-commerce']"
1162,Sales Account Manager (Microsoft ERP Products),['Sales/Retail'],['Computer Software']
1163,Graphic Designer - Intern,['Creative/Design/Art'],['Education']
1164,Senior Software Business Analyst,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research']",['Computer Software']
1165,Testing Automation Engineer (CHS)2020,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Quality']","['Computer Software', 'Information Technology Services']"
1166,Graphic Designer,['Creative/Design/Art'],['Marketing and Advertising']
1167,Video Editor,['Creative/Design/Art'],"['Entertainment', 'Marketing and Advertising']"
1168,Product Owner,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
1169,Sales Account Manager,"['Sales/Retail', 'Customer Service/Support', 'IT/Software Development']","['Information Technology Services', 'Computer Hardware', 'Computer Networking']"
1170,Senior Graphic Designer,['Creative/Design/Art'],"['Internet/E-commerce', 'Marketing and Advertising']"
1171,Business Developer - Internship,['Business Development'],"['Information Technology Services', 'Computer Software', 'Marketing and Advertising']"
1172,Technical Support Engineer - French Speaker,"['Engineering - Telecom/Technology', 'Customer Service/Support', 'IT/Software Development']",['Information Technology Services']
1173,Product Owner,"['Business Development', 'IT/Software Development', 'Analyst/Research']","['Information Technology Services', 'Computer Software']"
1174,Senior Android Developer - Sharqia,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
1175,Operation Account Manager (IT & Software),"['Sales/Retail', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Outsourcing/Offshoring']"
1176,Accountant - Tourism,['Accounting/Finance'],"['Real Estate/Property Management', 'Travel and Tourism', 'Airlines/Aviation']"
1177,Maintenance Manager,"['Installation/Maintenance/Repair', 'Engineering - Other']",['Construction - Residential & Commercial/Office']
1178,Customer Service Specialist,['Customer Service/Support'],"['Real Estate/Property Management', 'Internet/E-commerce', 'Health, Wellness and Fitness']"
1179,Recruiter,['Human Resources'],"['Computer Software', 'Healthcare and Medical Services']"
1180,UI/UX Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Graphic Design', 'Computer Games', 'Computer Software']"
1181,Electrical Sales Engineer - LV and MV Panels,"['Sales/Retail', 'Engineering - Mechanical/Electrical']","['Manufacturing', 'Engineering Services']"
1182,German Teacher - 6th of October,['Education/Teaching'],['Education']
1183,Sales Representative,"['Sales/Retail', 'Customer Service/Support']","['Management Consulting', 'Business Services - Other', 'Marketing and Advertising']"
1184,Human Resources Manager,['Human Resources'],"['Information Technology Services', 'Engineering Services']"
1185,"Customer Service Specialist - Onboarding ""Trainee""",['Customer Service/Support'],"['Internet/E-commerce', 'Information Technology Services', 'Marketing and Advertising']"
1186,Executive Assistant,['Administration'],['Marketing and Advertising']
1187,Real Estate Marketing Manager,['nan'],['Construction - Residential & Commercial/Office']
1188,Telesales Agent,"['Sales/Retail', 'Marketing/PR/Advertising', 'Customer Service/Support']",['Marketing and Advertising']
1189,Corporate Sales Executives (CSE),"['Sales/Retail', 'Business Development']",['Education']
1190,PHP Team Leader,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1191,Cloud Solution Architect,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
1192,UI/UX Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Graphic Design', 'Computer Software', 'Computer Games']"
1193,Administrative Coordinator - Sales Team,['Administration'],['Engineering Services']
1194,Senior Full-Stack Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
1195,Copywriter,['Writing/Editorial'],"['Marketing and Advertising', 'Writing and Editing']"
1196,Steel Detailing Engineer,"['Engineering - Construction/Civil/Architecture', 'Engineering - Other']","['Engineering Services', 'Construction - Industrial Facilities and Infrastructure', 'Construction - Residential & Commercial/Office']"
1197,Senior Procurement Engineer (Civil - Architecture),"['Engineering - Construction/Civil/Architecture', 'Purchasing/Procurement']","['Construction - Industrial Facilities and Infrastructure', 'Construction - Residential & Commercial/Office']"
1198,Technical Support Manager - Software Solutions,"['Installation/Maintenance/Repair', 'IT/Software Development']",['Computer Software']
1199,Senior Software QC Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
1200,Senior System Analyst,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer and Network Security']"
1201,Enterprise Content Management (ECM) Development Lead,"['IT/Software Development', 'Writing/Editorial', 'Project/Program Management']",['Information Technology Services']
1202,Indirect Sales - Senior Property Advisor,['Sales/Retail'],['Real Estate/Property Management']
1203,IT Specialist,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Information Technology Services', 'Computer and Network Security']"
1204,Cloud & Hosting Services Sales Director,"['Sales/Retail', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1205,UI/UX Mobile Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Electronics and Semiconductors', 'Computer Software']"
1206,Oracle HCM Consultant,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
1207,CAD Designer,"['Engineering - Other', 'Creative/Design/Art']","['Computer Software', 'Manufacturing', 'Architectural and Design Services']"
1208,Account Executive,['Sales/Retail'],['Computer Software']
1209,Warehouse Keeper,['Logistics/Supply Chain'],"['Import and Export', 'Manufacturing', 'Wholesale Trade']"
1210,Senior Application Consultant,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Installation/Maintenance/Repair']","['Human Resources', 'Information Technology Services']"
1211,Real Estate Sales Executive,['Sales/Retail'],['Real Estate/Property Management']
1212,Sales Team Leader - Alexandria,['Sales/Retail'],"['Marketing and Advertising', 'Computer Software']"
1213,Architectural Engineer,['Engineering - Construction/Civil/Architecture'],"['Construction - Residential & Commercial/Office', 'Real Estate/Property Management']"
1214,CEO Office Manager,['Administration'],['Manufacturing']
1215,Content Creator,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Writing/Editorial']",['Marketing and Advertising']
1216,UI/UX Mobile Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Electronics and Semiconductors', 'Computer Software']"
1217,Social Media Executive,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Marketing and Advertising', 'Writing and Editing', 'Market Research']"
1218,Outdoor Sales Representative - Hurghada,['Sales/Retail'],['Marketing and Advertising']
1219,QC Engineer - Software,"['Quality', 'IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
1220,Software Business Analyst - Project Manager,"['IT/Software Development', 'Analyst/Research', 'Project/Program Management']","['Information Technology Services', 'Computer Software']"
